Year	Candidate ID	Candidate	Incumbent/Challenger/Open-Seat	Party	Party Designation	Total Receipts	Authorized Tranfers From	Total Disbursements	Transfers to Authorized	Beginning Cash	Ending Cash	Contrib from Candidate	Loans from Candidate	Other Loans	Candidate Loan Repayments	Other Loan Repayments	Debts Owed By	#$200-$499 Contrib	Total $200-$499	#$500-$749	Total $500-$749	#$750+ Contrib	Total $750+ Contrib	Total Indiv. Contrib	Major Pty Contrib	Party Indep Expend For	Corp. Contributions	Labor Contributions	Non-Connected Cont	T/M/H Contrib	Cooperative Contrib	Corp W/p Stock Cont	Non-Party Exp.	Non-Party Exp. Agn	Indep. Exp For	Indep Exp. Agn	Comm Cost For	Comm Cost Agn	State Code	District	Spec Elec Status	Primary Elec Status	Runoff Elec Status	General Elec Status	General Elec Pct	Spec. Elec. Cand	Party Coordinated Expenditures	Party Independent Expenditures Against
2000	H0TX29018	GOFORTH, ALLEN H.	C	2	REP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	TX	29		L			0		0	0
2000	H0TX29026	VU, JOE	C	2	REP	68996	0	50896	0	0	2309	0	1000	2600	0	0	3600	30	6650	7	3500	8	9600	52476	0	0	0	0	0	0	0	0	0	0	0	0	414	0	TX	29		W		L	25		0	0
2000	H0TX29042	COX, KRISTIN	C	3	NLP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	TX	29		W			0		0	0
2000	H0TX29059	DITTMAR, RAY E.	C	3	LIB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	TX	29		W		L	1		0	0
2000	H2TX00015	JOHNSON, EDDIE BERNICE	I	1	DEM	304363	0	243072	0	78957	140244	0	0	0	0	0	0	50	13267	49	24750	52	52000	107981	639	0	79099	64750	10001	34000	1000	1500	23	0	0	0	389	414	TX	30		W		W	91		784	0
2000	H0TX30016	RUSH, KELLY L.	C	3	LIB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	TX	30		W		L	8		0	0
2000	H0TX30024	SISSOM, BRYNNE	C	3	NLP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	TX	30		W			0		0	0
2000	S0UT00066	HOWELL, SCOTT N	C	1	DEM	299747	0	299239	0	0	507	10000	84324	0	2400	0	81924	57	14909	53	26700	103	103000	189037	0	0	0	8000	10000	0	0	0	0	0	0	0	0	428	UT	0		W		L	31		14500	0
2000	S8UT00101	MCNAMARA, JAMES ANTHONY	C	1	DEM	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	UT	0					0		0	0
2000	S0UT00074	GULIUZZA, FRANK III	C	2	REP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	UT	0					0		0	0
2000	S6UT00063	HATCH, ORRIN G	I	2	REP	3082208	0	3130550	0	669682	621340	0	0	0	0	0	4954	326	46935	388	196678	1075	1106898	1659774	0	0	682841	10500	144629	425031	2000	25750	1298	12973	0	0	11458	0	UT	0		W		W	65		0	0
2000	S8UT00093	HAWKINS, GREGORY P	C	2	REP	126017	0	122952	0	0	339	0	80715	0	39213	0	54024	9	2200	11	5800	19	18600	45145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	UT	0					0		0	0
2000	S0UT00082	THOMAS, BART	C	2	REP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	UT	0					0		0	0
2000	S0UT00090	BOWEN, CARLTON EDWARD	C	3	IAP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	UT	0		W		L	1		0	0
2000	S0UT00108	DEXTER, JIM	C	3	LIB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	UT	0		W		L	1		0	0
2000	H0UT01056	COLLINWOOD, KATHLEEN MCCONKIE	C	1	DEM	78166	0	75137	0	0	3027	625	51080	0	1000	0	42008	3	727	4	2175	1	1000	24306	0	0	0	7200	0	0	0	0	2	0	0	0	0	428	UT	1		W		L	27		0	0
2000	H0UT01015	HANSEN, JAMES V	I	2	REP	378034	0	338572	0	107625	147087	0	0	0	0	0	0	192	47262	81	41018	76	74670	208505	0	0	71000	375	7829	64160	500	8000	0	0	0	0	794	0	UT	1		W		W	68		0	0
2000	H0UT01064	ANDERSON, HARTLEY D	C	3	IAP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	UT	1		W		L	1		0	0
2000	H0UT01080	FRANDSEN, MATTHEW D	C	3		8700	0	8695	0	0	5	8600	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	UT	1		W		L	0		0	0
2000	H0UT01072	SEELY, DAVE STARR	C	3	LIB	1460	0	1414	0	0	0	0	0	0	0	0	0	2	710	1	500	0	0	1460	0	0	0	0	0	0	0	0	0	0	0	0	0	0	UT	1		W		L	1		0	0
2000	H0UT01049	WADSWORTH, REVA E.	C	3	IAP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	UT	1		W			0		0	0
2000	H0UT02096	MATHESON, JAMES DAVID	C	1	DEM	1366631	0	1305202	0	0	61426	753	0	0	0	0	0	396	99085	255	128047	267	264092	822270	8189	34596	34500	250400	133541	53360	0	9500	35693	0	0	0	27022	428	UT	2		W		W	55		48076	0
2000	H4UT02106	COOK, MERRILL ALONZO	I	2	REP	515076	0	522186	0	10129	3009	74205	150	0	75000	0	84647	50	12100	19	9700	33	32950	89075	9937	0	52750	1000	49578	69400	1500	0	0	0	0	0	0	0	UT	2		L			0		0	0
2000	H0UT02120	PHILPOT, JAY MORGAN	C	2	REP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	UT	2					0		0	0
2000	H0UT02138	SMITH, DEREK W	C	2	REP	1692241	0	1681135	0	0	2265	0	1207674	0	0	0	1455938	56	5013	43	21500	73	79950	133760	47746	375503	64000	1000	128098	70321	0	2500	85635	29518	0	0	6120	0	UT	2		W		L	41		66479	30566
2000	H0UT02104	WRIGHT, JEFFREY E	C	2	REP	655625	0	654837	0	250000	787	0	640000	0	0	0	640000	6	1650	1	500	7	7000	10887	0	0	0	0	0	0	0	0	0	0	0	0	0	0	UT	2					0		0	0
2000	H8UT02081	BANGERTER, BRUCE	C	3	IAP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	UT	2		W		L	1		0	0
2000	H0UT02112	EMERSON, MARK	C	3		34210	0	34209	0	0	0	0	0	0	0	0	0	18	4475	11	5500	13	14000	27040	0	0	3250	0	1000	2000	0	0	0	0	0	0	0	0	UT	2		W			0		0	0
2000	H0UT02146	PIXTON, PETER	C	3	LIB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	UT	2		W		L	0		0	0
2000	H6UT02143	VORIS, STEVEN ALBERTS	C	3		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	UT	2		W		L	0		0	0
2000	H0UT03110	DUNN, DONALD K	C	1	DEM	379269	0	378565	0	0	702	543	0	0	0	0	0	173	45407	68	35310	94	92271	273610	10500	0	2500	75699	4051	1300	0	0	0	0	0	0	113	428	UT	3		W		L	37		20350	0
2000	H6UT03042	CANNON, CHRISTOPHER B	I	2	REP	344855	0	340723	4200	1024	5149	0	27000	0	0	0	1664044	30	7950	35	17500	40	39601	91962	0	0	95978	0	28418	79199	1500	2500	3	0	0	0	3659	0	UT	3		W		W	58		0	0
2000	H0UT03128	WRIGHT, JASON F	C	2	REP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	UT	3					0		0	0
2000	H8UT03071	BURTON, KITTY K	C	3	LIB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	UT	3		W		L	1		0	0
2000	H0UT03136	LEHMAN, MICHAEL J	C	3	IAP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	UT	3		W		L	2		0	0
2000	H6UT01087	TOLPINRUD, RANDALL	C	3	NLP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	UT	3		W		L	0		0	0
2000	S4VT00058	BACKUS, JAN	C	1	DEM	236436	0	226362	0	128	10203	3470	9845	0	4045	0	14139	69	17327	46	23378	47	46750	118242	0	0	3500	64600	11506	11750	0	3500	0	0	0	0	0	0	VT	0		L			0		0	0
2000	S8VT00091	FLANAGAN, EDWARD SAWYER	C	1	DEM	1093161	0	1054977	0	0	10077	32423	0	0	0	0	14237	449	114775	294	148471	425	418373	954624	16500	0	2000	29500	15583	5000	0	1000	0	0	0	0	0	238	VT	0		W		L	25		39000	0
2000	S8VT00018	JEFFORDS, JAMES M	I	2	REP	2087965	0	1889243	0	284164	482884	0	0	0	0	0	0	509	122661	233	117008	329	326600	816078	17500	0	399164	86100	175204	475742	28000	15500	21	0	0	0	2240	0	VT	0		W		W	65		133119	0
2000	S8VT00075	DOUGLAS, HUGH	C	3	LIB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	VT	0		W		L	1		0	0
2000	S0VT00098	GREER, BILLY	C	3	OTH	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	VT	0		W		L	1		0	0
2000	S8VT00109	HUBBARD, RICHARD M	C	3	OTH	21651	0	21610	0	0	20	0	4575	0	0	0	3575	13	3300	6	3000	3	2750	17053	0	0	0	0	0	250	0	0	0	0	0	0	0	0	VT	0		L		L	1		0	0
2000	S2VT00052	LEVY, JERRY	C	3	LBU	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	VT	0		W		L	0		0	0
2000	S0VT00080	RUSSELL, CHARLES W.	C	3	CST	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	272	0	0	0	0	0	VT	0		W		L	3		0	0
2000	H6VT00103	DIAMONDSTONE, PETE	C	1	DEM	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	238	VT	0		W		L	5		0	0
2000	H0VT00056	DOUGLAS, JAMES H	C	2	REP	24380	0	19706	0	0	5317	0	0	0	0	0	0	13	3450	8	4000	1	1000	24776	0	0	0	0	0	0	0	0	0	0	0	0	0	0	VT	0					0		0	0
2000	H0VT00072	KERIN, KAREN ANN	C	2	REP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	VT	0		W		L	18		0	0
2000	H0VT00080	KRYMKOWSKI, DANIEL H.	C	3	LIB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	VT	0		W		L	0		0	0
2000	H4VT01049	ROGERS, JACK	C	3	OTH	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	VT	0		W		L	1		0	0
2000	H8VT01016	SANDERS, BERNARD	I	3	IND	656270	0	323561	0	270171	602878	0	0	0	0	0	0	59	14550	30	15000	21	21000	473640	0	0	0	115250	1001	19144	0	0	23	0	0	0	400	0	VT	0		W		W	70		0	0
2000	H0VT00098	SKRILL, STEWART	C	3		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	272	0	0	0	0	0	VT	0		W		L	3		0	0
2000	H4VI00054	CHRISTIAN-CHRISTENSEN, DONNA	I	1	DEM	56399	0	57231	0	548	-285	0	0	0	0	0	10799	27	5930	11	5500	14	14000	40764	300	0	1000	6500	2000	2500	0	500	21	0	0	0	0	0	VI	0		W		W	78		0	0
2000	H0VI00011	ESTEMAC, JORGE J.	C	3	OTH	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	VI	0		W		L	6		0	0
2000	H2VI00033	FRAZER, VICTOR O	C	3	IND	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	VI	0		W		L	14		0	0
2000	S8VA00156	ROBB, CHARLES S	I	1	DEM	6737158	0	6810252	0	106131	33037	0	609000	0	200000	0	409000	1999	488522	1281	642572	2577	2564211	4353994	23650	0	497747	391300	318145	323742	4000	36850	9385	17755	588	0	150797	495	VA	0		W		L	47		0	0
2000	S8VA00214	ALLEN, GEORGE	C	2	REP	10073255	0	9995980	0	0	77275	0	0	0	0	0	64264	3102	399186	2144	1078984	4426	4528481	7981748	60000	0	840640	0	359256	404600	2000	31500	634092	109878	526	254065	78525	0	VA	0		W		W	51		693060	0
2000	S0VA00047	REAMS, GARY AUSTIN	C	3	LIB	1390	0	1040	0	0	349	0	0	0	0	0	0	0	0	0	0	1	1000	1390	0	0	0	0	0	0	0	0	0	0	0	0	0	0	VA	0		W			0		0	0
2000	S4VA00072	WOOD, GEORGE ROLAND ""TEX	C	3	IND	5873	0	5874	0	0	0	4309	0	0	0	0	0	1	250	0	0	0	0	564	0	0	0	0	0	0	0	0	0	0	0	0	0	0	VA	0		W			0		0	0
2000	H0VA01128	BELL, RON	O	1	DEM	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	VA	1		L			0		0	0
2000	H0VA01102	DAVIES, LAWRENCE	O	1	DEM	176317	0	152592	0	0	1758	2200	5000	0	0	0	5000	111	28285	44	22376	40	39615	132017	250	0	0	30800	6500	6000	0	0	0	0	0	0	75	495	VA	1		W		L	36		500	0
2000	H0VA01078	PASH, GARY DEVLIN	O	1	DEM	2414	0	2413	0	0	0	71	0	0	0	0	0	2	575	2	1000	0	0	2343	0	0	0	0	0	0	0	0	0	0	0	0	0	0	VA	1		L			0		0	0
2000	H0VA01136	ALTEMUS, TERESA L	O	2	REP	13255	0	13255	0	0	0	0	5000	0	4587	0	412	0	0	1	500	4	4000	5429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	VA	1					0		0	0
2000	H0VA01144	CUNNINGHAM, ROBERT L	O	2	REP	27595	0	28411	0	0	-817	0	0	0	0	0	1000	13	3150	11	5500	12	12000	24595	0	0	0	0	0	2500	0	0	0	0	0	0	0	0	VA	1		L			0		0	0
2000	H0VA01052	DAVIS, JO ANN S	O	2	REP	427805	0	407945	0	0	19856	0	14826	0	14826	0	37109	93	23662	48	24005	68	68750	200390	9598	0	55976	5500	74154	66080	500	6500	2035	0	0	0	11834	0	VA	1		W		W	57		0	0
2000	H0VA01037	DUVAL, BARRY E	O	2	REP	42185	0	42184	0	0	0	0	0	0	0	0	0	2	650	0	0	41	41000	42180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	VA	1					0		0	0
2000	H0VA01045	JOST, PAUL C	O	2	REP	1334608	0	1334133	0	0	472	50000	1216500	0	0	0	1216500	22	5500	24	12000	35	35000	67135	0	0	0	0	250	0	0	0	0	0	0	0	0	0	VA	1		L			0		0	0
2000	H0VA01094	MILLS, JERE	O	2	REP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	VA	1					0		0	0
2000	H0VA01086	ROTHFELD, MICHAEL I	O	2	REP	251523	0	245707	0	0	2870	5000	0	0	0	0	0	105	25862	43	21700	38	37000	225903	0	0	4839	0	14200	250	0	0	5051	0	0	0	0	0	VA	1		L			0		0	0
2000	H0VA01110	SHORT, PHILIP GRANVILLE	O	2	REP	52507	0	52478	0	0	-953	5125	20970	0	802	0	20167	13	3718	11	5500	12	13044	21686	0	0	0	0	1000	1500	0	0	0	0	0	0	0	0	VA	1		L			0		0	0
2000	H8VA01055	BILLINGS, JOSH	O	3	IND	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	VA	1		W		L	1		0	0
2000	H0VA01060	WOOD, SHARON A	O	3	LIB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	VA	1		W		L	3		0	0
2000	H0VA02043	WAGNER, JODY MOSES	O	1	DEM	1163000	0	1157345	0	0	5652	0	75000	0	40000	0	59638	453	97529	397	199382	417	424500	834995	4500	22931	4000	109500	65310	38150	0	1000	15404	0	0	0	654	495	VA	2		W		L	48		45879	0
2000	H0VA02035	SCHROCK, EDWARD L	O	2	REP	1122070	0	1097074	0	0	24996	0	30000	0	30000	0	0	199	51228	159	80250	281	276550	488922	39551	0	158141	0	152879	189579	0	5000	2663	0	0	0	3662	0	VA	2		W		W	51		65670	16023
2000	H6VA01117	SCOTT, ROBERT C	I	1	DEM	255440	0	250417	0	33378	38396	0	0	0	0	0	5217	22	5750	27	13500	21	23000	91436	820	0	51400	74150	4500	31899	500	1500	23	0	0	0	353	495	VA	3		W		W	98		0	0
2000	H2VA04011	SISISKY, NORMAN	I	1	DEM	244231	0	56828	0	127309	314713	0	0	0	0	0	639183	43	10596	20	10054	19	19000	42917	800	0	88625	39500	16500	30598	1500	1500	0	0	0	0	586	0	VA	4		W		W	99		0	0
2000	H0VA05020	BOYD, JOHN	C	1	DEM	59795	0	38455	0	0	19459	0	0	5100	0	0	0	8	1800	2	1000	2	2000	48337	250	0	250	8500	2000	0	0	0	0	0	0	0	0	495	VA	5		W		L	30		0	0
2000	H0VA05012	HALE, ALLEN M	C	1	DEM	7142	0	6700	0	0	441	1096	0	0	0	0	0	1	350	1	500	3	3000	5980	0	0	0	0	0	0	0	0	0	0	0	0	0	0	VA	5		L			0		0	0
2000	H6VA05068	GOODE, VIRGIL H JR	I	3	IND	642701	0	581016	0	221384	283070	0	0	0	0	0	0	212	53975	119	59817	109	108461	352537	5098	0	101550	3000	36834	112451	2500	3000	0	0	0	0	1924	0	VA	5		W		W	67		0	0
2000	H0VA05046	SPENCE, JOSEPH S	C	3	IND	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	VA	5		W		L	1		0	0
2000	H2VA06115	GOODLATTE, ROBERT W	I	2	REP	686250	0	395342	0	419513	710421	0	0	0	0	0	0	159	40100	160	80000	130	129500	351131	0	0	133047	1500	26054	115764	4000	3500	0	0	0	0	860	0	VA	6		W		W	99		0	0
2000	H0VA07067	STEWART, WARREN A	O	1	DEM	71085	0	70430	0	0	618	23490	0	0	0	0	4721	16	3700	15	7650	8	8000	34992	250	0	0	5250	0	0	0	0	0	0	0	0	0	495	VA	7		W		L	33		0	0
2000	H0VA07042	CANTOR, ERIC IVAN	O	2	REP	1583311	0	1500482	0	0	82828	0	331000	0	163934	0	183620	435	99094	247	124635	418	424322	815195	14500	0	169767	1000	87595	131515	500	250	0	0	0	0	17316	0	VA	7		W		W	66		0	0
2000	H0VA07059	MARTIN, STEPHEN HOLLIDAY	O	2	REP	196712	0	195243	0	0	1524	2000	0	0	0	0	11282	96	23232	44	22000	78	77500	169962	0	0	11500	0	3000	6000	0	2912	0	0	0	0	0	0	VA	7		L			0		0	0
2000	H0VA08040	MORAN, JAMES P JR	I	1	DEM	1027091	0	1203058	0	733872	557906	0	0	0	0	0	0	147	38135	211	107490	283	281550	463313	300	0	224770	65000	56172	134087	1500	6500	21	3	0	0	314	495	VA	8		W		W	62		560	0
2000	H8VA08092	MILLER, DEMARIS H	C	2	REP	216105	0	210573	0	6123	11774	0	2420	0	6527	0	30892	96	23877	46	23042	58	58391	189035	5000	0	1750	500	12927	1100	0	0	1116	0	341	0	495	0	VA	8		W		L	34		0	0
2000	H0VA08065	RIGLER, MAEVE T	C	2	REP	11970	0	11970	0	0	0	6445	4000	0	1193	0	0	0	0	2	1180	0	0	1525	0	0	0	0	0	0	0	0	0	0	0	0	0	0	VA	8		L			0		0	0
2000	H0VA08073	CRICKENBERGER, RON	C	3	LIB	15056	0	14653	0	0	401	25	600	0	600	0	0	12	3050	1	500	3	3000	14431	0	0	0	0	0	0	0	0	0	0	0	0	0	0	VA	8		W		L	1		0	0
2000	H0VA08081	HERRON, RICHARD LEE ""RICK	C	3	IND	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	VA	8		W		L	1		0	0
2000	H2VA09010	BOUCHER, FREDERICK C ""RICK	I	1	DEM	871124	0	676127	0	390213	585207	0	0	0	0	0	0	235	58570	80	40000	54	53360	202350	128	0	330625	75500	35000	163301	3500	8000	0	0	0	0	1399	0	VA	9		W		W	69		0	0
2000	H0VA09030	OSBORNE, MICHAEL D ""OZ	C	2	REP	33964	0	33501	0	0	116	0	0	0	0	0	0	9	2000	4	2000	1	1000	16425	7500	0	0	0	0	0	0	0	0	0	0	0	495	0	VA	9		W		L	30		0	0
2000	H6VA10050	WOLF, FRANK RUDOLPH	I	2	REP	529482	0	465729	0	197084	260837	0	0	0	0	0	0	118	27249	56	28000	92	92000	250553	0	0	118200	39750	31329	62713	0	8000	0	0	0	0	685	0	VA	10		W		W	84		0	0
2000	H0VA10061	BROWN, BRIAN M	C	3	LIB	7174	0	6826	0	0	347	0	0	0	0	0	0	2	586	1	500	3	3000	6424	0	0	0	0	0	0	0	0	0	0	0	0	0	0	VA	10		W		L	10		0	0
2000	H0VA10079	ROSSI, MARC A	C	3	IND	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	VA	10		W		L	5		0	0
2000	H0VA11010	BELLANCA, THOMAS EDWARD	C	1	DEM	5000	0	4999	0	0	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	VA	11		L			0		0	0
2000	H0VA11036	CORRIGAN, MICHAEL L ""MIKE	C	1	DEM	75190	0	72833	0	0	2355	8175	5000	0	0	0	0	28	7137	9	4700	10	9900	51565	250	0	0	4500	0	250	0	0	0	0	0	0	0	495	VA	11		W		L	35		500	0
2000	H0VA11028	WESTOVER, ROBERT	C	1	DEM	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	VA	11		L			0		0	0
2000	H4VA11020	DAVIS, THOMAS M	I	2	REP	1737138	0	1515583	0	528521	750077	0	0	0	0	0	0	374	94935	354	177521	495	492014	990631	0	0	326796	53000	71109	224436	500	12000	21	0	0	0	13022	0	VA	11		W		W	60		0	0
2000	H6VA11025	LEVY, C.W. ""LEVI	C	3	IND	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	VA	11		W		L	1		0	0
2000	H0VA11044	MCBRIDE, ROBERT KERR	C	3	LIB	11430	0	11369	0	0	60	657	0	0	0	0	0	8	1950	4	2062	1	1000	9741	0	0	0	0	0	0	0	0	0	0	0	0	0	0	VA	11		W		L	1		0	0
2000	S8WA00194	CANTWELL, MARIA	C	1	DEM	11538665	0	11533295	0	0	5369	6530790	3764625	0	0	0	4286936	581	18750	289	145200	720	823550	1227858	0	0	0	0	47	743	0	0	0	14133	2330	0	69689	496	WA	0		W		W	48		0	0
2000	S0WA00175	LAMPERT, BARBARA	C	1	DEM	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	WA	0		L			0		0	0
2000	S8WA00145	MEDLEY, ROBERT T	C	1	DEM	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	WA	0		L			0		0	0
2000	S0WA00118	MULLINS, RON	C	1	DEM	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	WA	0					0		0	0
2000	S8WA00186	SENN, DEBORAH	C	1	DEM	2154481	0	2149561	0	0	8706	0	188000	0	6000	0	222291	1215	131033	568	284640	543	602250	1731379	0	0	1000	98000	8976	28998	0	0	0	0	0	0	21076	0	WA	0		L			0		0	0
2000	S0WA00134	SULLIVAN, BRIAN JOSEPH	C	1	DEM	3075	0	3075	0	0	0	2575	0	0	0	0	0	0	0	1	500	0	0	500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	WA	0					0		0	0
2000	S8WA00095	BAYLEY, CHRISTOPHER T	C	2	REP	9396	0	12675	0	3278	0	0	2000	0	2000	0	0	2	450	0	0	0	0	500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	WA	0					0		0	0
2000	S0WA00019	GORTON, SLADE	I	2	REP	6384256	0	6402488	0	255205	236995	0	0	0	0	0	0	2031	516352	1249	631199	1371	1360661	4261884	22400	0	950487	31200	310999	538885	10000	27000	137319	797909	0	33451	105964	0	WA	0		W		L	48		574925	0
2000	S6WA00115	HANSON, WARREN E	C	2	REP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	WA	0		L			0		0	0
2000	S0WA00167	MCCANDLESS, KENNETH LEE	C	2	REP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	WA	0		L			0		0	0
2000	S0WA00183	RIGGS, JUNE	C	2	REP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	WA	0		L			0		0	0
2000	S0WA00126	SCOTT, CHARLIE LEE SR	C	2	REP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	WA	0					0		0	0
2000	S0WA00159	BEEMAN, GORDON	C	3	LIB	4000	0	1519	0	0	-1519	0	4000	0	0	0	1519	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	WA	0		W			0		0	0
2000	S0WA00191	JARED, JEFF	C	3	LIB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	WA	0		W		L	2		0	0
2000	S0WA00142	MCKEIGUE, KEVIN LAWRENCE	C	3	IND	105355	0	94947	0	0	0	61686	33465	0	0	0	0	0	0	0	0	1	1000	1404	0	0	0	0	0	0	0	0	0	0	0	0	0	0	WA	0		W			0		0	0
